
108,84,0
104,84,0
100,83,0
96,81,0
92,78,0
88,74,0
84,69,0
80,63,0
76,56,0
72,48,0
68,39,0
64,29,0
60,19,0
56,9,0
52,-1,0
48,-11,0
44,-21,0
40,-31,1
36,-22,0
32,-14,0
28,-7,0
24,-1,0
20,4,0
16,8,0
12,11,0
8,13,0
4,14,0
148,-16,0
144,-17,0
140,-19,0
136,-22,0
132,-26,0
128,-31,0
124,-37,0
120,-44,1
116,-35,0
112,-27,0
108,-20,0
104,-14,0
100,-9,0
96,-5,0
92,-2,0
88,0,0
84,1,0
80,1,0
76,0,0
72,-2,0
68,-5,0
64,-9,0
60,-14,0
56,-20,0
52,-27,1
48,-18,0
44,-10,0
40,-3,0
36,3,0
32,8,0
28,12,0
24,15,0
20,17,0
16,18,0
12,18,0
8,17,0
148,-54,0
144,-57,0
140,-61,0
136,-66,0
132,-72,0
128,-79,1
124,-70,0
120,-62,0
116,-55,0
112,-49,0
108,-44,0
104,-40,0
100,-37,0
96,-35,0
92,-34,0
88,-34,0
84,-35,1
80,-26,0
76,-18,0
72,-11,0
68,-5,0
64,0,0
60,4,0
56,7,0
52,9,0
48,10,0
44,10,0
40,9,0
36,7,0
32,4,0
28,0,0
24,-5,0
20,-11,1
16,-2,0
12,6,0
8,13,0
4,19,0
148,119,0
144,123,0
140,126,0
136,128,0
132,129,0
128,129,0
124,128,0
120,126,0
116,123,0
112,119,0
108,114,0
104,108,0
100,101,0
96,93,0
92,84,0
88,74,0
84,64,0
80,54,0
76,44,0
72,34,0
68,24,0
64,14,0
60,4,0
56,-6,0
52,-16,0
48,-26,1
44,-17,0
40,-9,0
36,-2,0
32,4,0
28,9,0
24,13,0
20,16,0
16,18,0
12,19,0
8,19,0
148,19,0
144,17,0
140,14,0
136,10,0
132,5,0
128,-1,0
124,-8,0
120,-16,1
116,-7,0
112,1,0
108,8,0
104,14,0
100,19,0
96,23,0
92,26,0
88,28,0
84,29,0
80,29,0
76,28,0
72,26,0
68,23,0
64,19,0
60,14,0
56,8,0
52,1,0
48,-7,0
44,-16,0
40,-26,1
36,-17,0
32,-9,0
28,-2,0
24,4,0
20,9,0
16,13,0
12,16,0
8,18,0
4,19,0
148,-23,0
144,-24,0
140,-26,0
136,-29,0
132,-33,0
128,-38,0
124,-44,0
120,-51,0
116,-59,1
112,-50,0
108,-42,0
104,-35,0
100,-29,0
96,-24,0
92,-20,0
88,-17,0
84,-15,0
80,-14,0
76,-14,0
72,-15,0
68,-17,0
64,-20,0
60,-24,1
56,-15,0
52,-7,0
48,0,0
44,6,0
40,11,0
36,15,0
32,18,0
28,20,0
24,21,0
20,21,0
16,20,0
12,18,0
8,15,0
148,-57,0
144,-62,0
140,-68,0
136,-75,0
132,-83,1
128,-74,0
124,-66,0
120,-59,0
116,-53,0
112,-48,0
108,-44,0
104,-41,0
100,-39,0
96,-38,0
92,-38,0
88,-39,0
84,-41,0
80,-44,1
76,-35,0
72,-27,0
68,-20,0
64,-14,0
60,-9,0
56,-5,0
52,-2,0
48,0,0
44,1,0
40,1,0
36,0,0
32,-2,0
28,-5,0
24,-9,1
20,0,0
16,8,0
12,15,0
8,21,0
4,26,0
148,27,0
144,30,0
140,32,0
136,33,0
132,33,0
128,32,0
124,30,0
120,27,0
116,23,0
112,18,0
108,12,0
104,5,0
100,-3,0
96,-12,0
92,-22,0
88,-32,0
84,-42,1
80,-33,0
76,-25,0
72,-18,0
68,-12,0
64,-7,0
60,-3,0
56,0,0
52,2,0
48,3,0
44,3,0
40,2,0
36,0,0
32,-3,0
28,-7,0
24,-12,0
20,-18,1
16,-9,0
12,-1,0
8,6,0
148,72,0
144,77,0
140,81,0
136,84,0
132,86,0
128,87,0
124,87,0
120,86,0
116,84,0
112,81,0
108,77,0
104,72,0
100,66,0
96,59,0
92,51,0
88,42,0
84,32,0
80,22,0
76,12,0
72,2,0
68,-8,0
64,-18,0
60,-28,1
56,-19,0
52,-11,0
48,-4,0
44,2,0
40,7,0
36,11,0
32,14,0
28,16,0
24,17,0
20,17,0
16,16,0
12,14,0
8,11,0
4,7,0
148,-43,0
144,-49,0
140,-56,0
136,-64,0
132,-73,1
128,-64,0
124,-56,0
120,-49,0
116,-43,0
112,-38,0
108,-34,0
104,-31,0
100,-29,0
96,-28,0
92,-28,0
88,-29,0
84,-31,0
80,-34,0
76,-38,1
72,-29,0
68,-21,0
64,-14,0
60,-8,0
56,-3,0
52,1,0
48,4,0
44,6,0
40,7,0
36,7,0
32,6,0
28,4,0
24,1,0
20,-3,0
16,-8,0
12,-14,0
8,-21,1
148,5,0
144,13,0
140,20,0
136,26,0
132,31,0
128,35,0
124,38,0
120,40,0
116,41,0
112,41,0
108,40,0
104,38,0
100,35,0
96,31,0
92,26,0
88,20,0
84,13,0
80,5,0
76,-4,0
72,-14,0
68,-24,0
64,-34,1
60,-25,0
56,-17,0
52,-10,0
48,-4,0
44,1,0
40,5,0
36,8,0
32,10,0
28,11,0
24,11,0
20,10,0
16,8,0
12,5,0
8,1,0
4,-4,0
148,78,0
144,71,1
140,80,0
136,88,0
132,95,0
128,101,0
124,106,0
120,110,0
116,113,0
112,115,0
108,116,0
104,116,0
100,115,0
96,113,0
92,110,0
88,106,0
84,101,0
80,95,0
76,88,0
72,80,0
68,71,0
64,61,0
60,51,0
56,41,0
52,31,0
48,21,0
44,11,0
40,1,0
36,-9,0
32,-19,0
28,-29,1
24,-20,0
20,-12,0
16,-5,0
12,1,0
8,6,0
148,-50,0
144,-47,0
140,-45,0
136,-44,0
132,-44,0
128,-45,0
124,-47,0
120,-50,0
116,-54,0
112,-59,0
108,-65,1
104,-56,0
100,-48,0
96,-41,0
92,-35,0
88,-30,0
84,-26,0
80,-23,1
76,-14,0
72,-6,0
68,1,0
64,7,0
60,12,0
56,16,0
52,19,0
48,21,0
44,22,0
40,22,0
36,21,0
32,19,0
28,16,0
24,12,0
20,7,0
16,1,0
12,-6,0
8,-14,0
4,-23,1
148,-73,0
144,-65,0
140,-58,0
136,-52,0
132,-47,0
128,-43,0
124,-40,0
120,-38,0
116,-37,0
112,-37,0
108,-38,0
104,-40,0
100,-43,0
96,-47,1
92,-38,0
88,-30,0
84,-23,0
80,-17,0
76,-12,0
72,-8,0
68,-5,0
64,-3,0
60,-2,0
56,-2,0
52,-3,0
48,-5,0
44,-8,0
40,-12,0
36,-17,0
32,-23,1
28,-14,0
24,-6,0
20,1,0
16,7,0
12,12,0
8,16,0
148,129,0
144,131,0
140,132,0
136,132,0
132,131,0
128,129,0
124,126,0
120,122,0
116,117,0
112,111,0
108,104,0
104,96,0
100,87,0
96,77,0
92,67,0
88,57,0
84,47,0
80,37,0
76,27,0
72,17,0
68,7,0
64,-3,0
60,-13,0
56,-23,1
52,-14,0
48,-6,0
44,1,0
40,7,0
36,12,0
32,16,0
28,19,0
24,21,0
20,22,0
16,22,0
12,21,0
8,19,0
4,16,0
148,-16,0
144,-21,0
140,-27,0
136,-34,0
132,-42,0
128,-51,1
124,-42,0
120,-34,0
116,-27,0
112,-21,0
108,-16,0
104,-12,0
100,-9,0
96,-7,0
92,-6,0
88,-6,0
84,-7,0
80,-9,0
76,-12,0
72,-16,0
68,-21,0
64,-27,1
60,-18,0
56,-10,0
52,-3,0
48,3,0
44,8,0
40,12,0
36,15,0
32,17,0
28,18,0
24,18,0
20,17,0
16,15,0
12,12,0
8,8,0
148,-23,0
144,-29,0
140,-36,1
136,-27,0
132,-19,0
128,-12,0
124,-6,0
120,-1,0
116,3,0
112,6,0
108,8,0
104,9,0
100,9,0
96,8,0
92,6,0
88,3,0
84,-1,0
80,-6,0
76,-12,0
72,-19,0
68,-27,0
64,-36,1
60,-27,0
56,-19,0
52,-12,0
48,-6,0
44,-1,0
40,3,0
36,6,0
32,8,0
28,9,0
24,9,0
20,8,0
16,6,0
12,3,0
8,-1,0
4,-6,0
148,40,1
144,49,0
140,57,0
136,64,0
132,70,0
128,75,0
124,79,0
120,82,0
116,84,0
112,85,0
108,85,0
104,84,0
100,82,0
96,79,0
92,75,0
88,70,0
84,64,0
80,57,0
76,49,0
72,40,0
68,30,0
64,20,0
60,10,0
56,0,0
52,-10,0
48,-20,1
44,-11,0
40,-3,0
36,4,0
32,10,0
28,15,0
24,19,0
20,22,0
16,24,0
12,25,0
8,25,0
148,20,0
144,18,0
140,15,0
136,11,0
132,6,0
128,0,0
124,-7,0
120,-15,1
116,-6,0
112,2,0
108,9,0
104,15,0
100,20,0
96,24,0
92,27,0
88,29,0
84,30,0
80,30,0
76,29,0
72,27,0
68,24,0
64,20,0
60,15,0
56,9,0
52,2,0
48,-6,0
44,-15,0
40,-25,1
36,-16,0
32,-8,0
28,-1,0
24,5,0
20,10,0
16,14,0
12,17,0
8,19,0
4,20,0
148,-72,0
144,-73,0
140,-75,0
136,-78,0
132,-82,0
128,-87,0
124,-93,0
120,-100,1
116,-91,0
112,-83,0
108,-76,0
104,-70,0
100,-65,0
96,-61,1
92,-52,0
88,-44,0
84,-37,0
80,-31,0
76,-26,0
72,-22,0
68,-19,0
64,-17,0
60,-16,0
56,-16,0
52,-17,0
48,-19,0
44,-22,1
40,-13,0
36,-5,0
32,2,0
28,8,0
24,13,0
20,17,0
16,20,0
12,22,0
8,23,0
148,23,0
144,22,0
140,20,0
136,17,0
132,13,0
128,8,0
124,2,0
120,-5,1
116,4,0
112,12,0
108,19,0
104,25,0
100,30,0
96,34,0
92,37,0
88,39,0
84,40,0
80,40,0
76,39,0
72,37,0
68,34,0
64,30,0
60,25,0
56,19,0
52,12,0
48,4,0
44,-5,1
40,4,0
36,12,0
32,19,0
28,25,0
24,30,0
20,34,0
16,37,0
12,39,0
140,75,0
136,72,0
132,68,0
128,63,0
124,57,0
120,50,0
116,42,0
112,33,0
108,23,0
104,13,0
100,3,0
96,-7,0
92,-17,0
88,-27,1
84,-18,0
80,-10,0
76,-3,0
72,3,0
68,8,0
64,12,0
60,15,0
56,17,0
52,18,0
48,18,0
44,17,0
40,15,0
36,12,0
32,8,0
28,3,0
24,-3,0
20,-10,0
16,-18,0
12,-27,0
8,-37,1
148,-83,0
144,-75,0
140,-68,0
136,-62,0
132,-57,0
128,-53,0
124,-50,0
120,-48,0
116,-47,0
112,-47,0
108,-48,0
104,-50,0
100,-53,0
96,-57,0
92,-62,1
88,-53,0
84,-45,0
80,-38,0
76,-32,0
72,-27,0
68,-23,0
64,-20,0
60,-18,0
56,-17,0
52,-17,0
48,-18,0
44,-20,0
40,-23,0
36,-27,0
32,-32,0
28,-38,1
24,-29,0
20,-21,0
16,-14,0
12,-8,0
8,-3,0
4,1,0
148,12,0
144,14,0
140,15,0
136,15,0
132,14,0
128,12,0
124,9,0
120,5,0
116,0,0
112,-6,1
108,3,0
104,11,0
100,18,0
96,24,0
92,29,0
88,33,0
84,36,0
80,38,0
76,39,0
72,39,0
68,38,0
64,36,0
60,33,0
56,29,0
52,24,0
48,18,0
44,11,0
40,3,0
36,-6,0
32,-16,1
28,-7,0
24,1,0
20,8,0
16,14,0
12,19,0
8,23,0
148,113,0
144,115,0
140,116,0
136,116,0
132,115,0
128,113,0
124,110,0
120,106,0
116,101,0
112,95,0
108,88,0
104,80,0
100,71,0
96,61,0
92,51,0
88,41,0
84,31,0
80,21,0
76,11,0
72,1,0
68,-9,0
64,-19,1
60,-10,0
56,-2,0
52,5,0
48,11,0
44,16,0
40,20,0
36,23,0
32,25,0
28,26,0
24,26,0
20,25,0
16,23,0
12,20,0
8,16,0
4,11,0
148,30,0
144,23,0
140,15,1
136,24,0
132,32,0
128,39,0
124,45,0
120,50,0
116,54,0
112,57,0
108,59,0
104,60,0
100,60,0
96,59,0
92,57,0
88,54,0
84,50,0
80,45,0
76,39,0
72,32,0
68,24,0
64,15,0
60,5,0
56,-5,0
52,-15,0
48,-25,0
44,-35,1
40,-26,0
36,-18,0
32,-11,0
28,-5,0
24,0,0
20,4,0
16,7,0
12,9,0
8,10,0
148,-112,0
144,-113,0
140,-115,0
136,-118,0
132,-122,0
128,-127,0
124,-133,1
120,-124,0
116,-116,0
112,-109,0
108,-103,0
104,-98,0
100,-94,1
96,-85,0
92,-77,0
88,-70,0
84,-64,0
80,-59,0
76,-55,1
72,-46,0
68,-38,0
64,-31,0
60,-25,0
56,-20,0
52,-16,0
48,-13,0
44,-11,0
40,-10,0
36,-10,0
32,-11,0
28,-13,0
24,-16,0
20,-20,1
16,-11,0
12,-3,0
8,4,0
4,10,0
148,96,0
144,100,0
140,103,0
136,105,0
132,106,0
128,106,0
124,105,0
120,103,0
116,100,0
112,96,0
108,91,0
104,85,0
100,78,0
96,70,0
92,61,0
88,51,0
84,41,0
80,31,0
76,21,0
72,11,0
68,1,0
64,-9,1
60,0,0
56,8,0
52,15,0
48,21,0
44,26,0
40,30,0
36,33,0
32,35,0
28,36,0
24,36,0
20,35,0
16,33,0
12,30,0
8,26,0
148,49,0
144,43,0
140,36,0
136,28,0
132,19,0
128,9,1
124,18,0
120,26,0
116,33,0
112,39,0
108,44,0
104,48,0
100,51,0
96,53,0
92,54,0
88,54,0
84,53,0
80,51,0
76,48,0
72,44,0
68,39,0
64,33,0
60,26,0
56,18,0
52,9,0
48,-1,0
44,-11,0
40,-21,1
36,-12,0
32,-4,0
28,3,0
24,9,0
20,14,0
16,18,0
12,21,0
8,23,0
4,24,0
148,43,0
144,42,0
140,40,0
136,37,0
132,33,0
128,28,0
124,22,0
120,15,0
116,7,0
112,-2,0
108,-12,0
104,-22,0
100,-32,0
96,-42,1
92,-33,0
88,-25,0
84,-18,0
80,-12,0
76,-7,0
72,-3,0
68,0,0
64,2,0
60,3,0
56,3,0
52,2,0
48,0,0
44,-3,0
40,-7,0
36,-12,0
32,-18,0
28,-25,1
24,-16,0
20,-8,0
16,-1,0
12,5,0
8,10,0
148,3,0
144,6,0
140,8,0
136,9,0
132,9,0
128,8,0
124,6,0
120,3,0
116,-1,0
112,-6,0
108,-12,0
104,-19,0
100,-27,0
96,-36,1
92,-27,0
88,-19,0
84,-12,0
80,-6,0
76,-1,0
72,3,0
68,6,0
64,8,0
60,9,0
56,9,0
52,8,0
48,6,0
44,3,0
40,-1,0
36,-6,0
32,-12,0
28,-19,0
24,-27,1
20,-18,0
16,-10,0
12,-3,0
8,3,0
4,8,0
148,-74,0
144,-71,0
140,-69,0
136,-68,0
132,-68,0
128,-69,0
124,-71,0
120,-74,0
116,-78,0
112,-83,0
108,-89,1
104,-80,0
100,-72,0
96,-65,0
92,-59,0
88,-54,0
84,-50,0
80,-47,1
76,-38,0
72,-30,0
68,-23,0
64,-17,0
60,-12,0
56,-8,0
52,-5,0
48,-3,0
44,-2,0
40,-2,0
36,-3,0
32,-5,0
28,-8,0
24,-12,1
20,-3,0
16,5,0
12,12,0
8,18,0
148,34,0
144,38,0
140,41,0
136,43,0
132,44,0
128,44,0
124,43,0
120,41,0
116,38,0
112,34,0
108,29,0
104,23,0
100,16,0
96,8,0
92,-1,0
88,-11,0
84,-21,0
80,-31,0
76,-41,1
72,-32,0
68,-24,0
64,-17,0
60,-11,0
56,-6,0
52,-2,0
48,1,0
44,3,0
40,4,0
36,4,0
32,3,0
28,1,0
24,-2,0
20,-6,0
16,-11,0
12,-17,0
8,-24,1
4,-15,0
148,40,0
144,47,0
140,53,0
136,58,0
132,62,0
128,65,0
124,67,0
120,68,0
116,68,0
112,67,0
108,65,0
104,62,0
100,58,0
96,53,0
92,47,0
88,40,0
84,32,0
80,23,0
76,13,0
72,3,0
68,-7,0
64,-17,0
60,-27,0
56,-37,1
52,-28,0
48,-20,0
44,-13,0
40,-7,0
36,-2,0
32,2,0
28,5,0
24,7,0
20,8,0
16,8,0
12,7,0
8,5,0
148,11,0
144,7,0
140,2,1
136,11,0
132,19,0
128,26,0
124,32,0
120,37,0
116,41,0
112,44,0
108,46,0
104,47,0
100,47,0
96,46,0
92,44,0
88,41,0
84,37,0
80,32,0
76,26,0
72,19,0
68,11,0
64,2,0
60,-8,0
56,-18,0
52,-28,1
48,-19,0
44,-11,0
40,-4,0
36,2,0
32,7,0
28,11,0
24,14,0
20,16,0
16,17,0
12,17,0
8,16,0
4,14,0
148,-30,0
144,-34,0
140,-39,0
136,-45,0
132,-52,0
128,-60,1
124,-51,0
120,-43,0
116,-36,0
112,-30,0
108,-25,0
104,-21,0
100,-18,0
96,-16,0
92,-15,0
88,-15,0
84,-16,0
80,-18,0
76,-21,0
72,-25,1
68,-16,0
64,-8,0
60,-1,0
56,5,0
52,10,0
48,14,0
44,17,0
40,19,0
36,20,0
32,20,0
28,19,0
24,17,0
20,14,0
16,10,0
12,5,0
8,-1,0
148,-19,1
144,-10,0
140,-2,0
136,5,0
132,11,0
128,16,0
124,20,0
120,23,0
116,25,0
112,26,0
108,26,0
104,25,0
100,23,0
96,20,0
92,16,0
88,11,0
84,5,0
80,-2,0
76,-10,0
72,-19,1
68,-10,0
64,-2,0
60,5,0
56,11,0
52,16,0
48,20,0
44,23,0
40,25,0
36,26,0
32,26,0
28,25,0
24,23,0
20,20,0
16,16,0
12,11,0
8,5,0
4,-2,0
148,-22,1
144,-13,0
140,-5,0
136,2,0
132,8,0
128,13,0
124,17,0
120,20,0
116,22,0
112,23,0
108,23,0
104,22,0
100,20,0
96,17,0
92,13,0
88,8,0
84,2,0
80,-5,0
76,-13,1
72,-4,0
68,4,0
64,11,0
60,17,0
56,22,0
52,26,0
48,29,0
44,31,0
40,32,0
36,32,0
32,31,0
28,29,0
24,26,0
20,22,0
16,17,0
12,11,0
8,4,0
148,94,1
144,103,0
140,111,0
136,118,0
132,124,0
128,129,0
124,133,0
120,136,0
116,138,0
140,-122,0
136,-131,1
132,-122,0
128,-114,0
124,-107,0
120,-101,0
116,-96,0
112,-92,0
108,-89,0
104,-87,1
100,-78,0
96,-70,0
92,-63,0
88,-57,0
84,-52,0
80,-48,1
76,-39,0
72,-31,0
68,-24,0
64,-18,0
60,-13,0
56,-9,0
52,-6,0
48,-4,0
44,-3,0
40,-3,0
36,-4,0
32,-6,0
28,-9,0
24,-13,0
20,-18,1
16,-9,0
12,-1,0
8,6,0
148,92,0
144,97,0
140,101,0
136,104,0
132,106,0
128,107,0
124,107,0
120,106,0
116,104,0
112,101,0
108,97,0
104,92,0
100,86,0
96,79,0
92,71,0
88,62,0
84,52,0
80,42,0
76,32,0
72,22,0
68,12,0
64,2,0
60,-8,0
56,-18,0
52,-28,1
48,-19,0
44,-11,0
40,-4,0
36,2,0
32,7,0
28,11,0
24,14,0
20,16,0
16,17,0
12,17,0
8,16,0
4,14,0
148,-80,0
144,-84,0
140,-89,0
136,-95,0
132,-102,1
128,-93,0
124,-85,0
120,-78,0
116,-72,0
112,-67,0
108,-63,0
104,-60,0
100,-58,0
96,-57,0
92,-57,0
88,-58,0
84,-60,1
80,-51,0
76,-43,0
72,-36,0
68,-30,0
64,-25,0
60,-21,0
56,-18,0
52,-16,0
48,-15,0
44,-15,0
40,-16,0
36,-18,0
32,-21,0
28,-25,1
24,-16,0
20,-8,0
16,-1,0
12,5,0
8,10,0
148,113,0
144,116,0
140,118,0
136,119,0
132,119,0
128,118,0
124,116,0
120,113,0
116,109,0
112,104,0
108,98,0
104,91,0
100,83,0
96,74,0
92,64,0
88,54,0
84,44,0
80,34,0
76,24,0
72,14,0
68,4,0
64,-6,0
60,-16,1
56,-7,0
52,1,0
48,8,0
44,14,0
40,19,0
36,23,0
32,26,0
28,28,0
24,29,0
20,29,0
16,28,0
12,26,0
8,23,0
4,19,0
148,3,0
144,-3,0
140,-10,0
136,-18,1
132,-9,0
128,-1,0
124,6,0
120,12,0
116,17,0
112,21,0
108,24,0
104,26,0
100,27,0
96,27,0
92,26,0
88,24,0
84,21,0
80,17,0
76,12,0
72,6,0
68,-1,0
64,-9,0
60,-18,1
56,-9,0
52,-1,0
48,6,0
44,12,0
40,17,0
36,21,0
32,24,0
28,26,0
24,27,0
20,27,0
16,26,0
12,24,0
8,21,0
148,-47,0
144,-52,0
140,-58,0
136,-65,0
132,-73,1
128,-64,0
124,-56,0
120,-49,0
116,-43,0
112,-38,0
108,-34,0
104,-31,0
100,-29,0
96,-28,0
92,-28,0
88,-29,0
84,-31,0
80,-34,1
76,-25,0
72,-17,0
68,-10,0
64,-4,0
60,1,0
56,5,0
52,8,0
48,10,0
44,11,0
40,11,0
36,10,0
32,8,0
28,5,0
24,1,0
20,-4,0
16,-10,0
12,-17,1
8,-8,0
4,0,0
148,-7,0
144,-1,0
140,4,0
136,8,0
132,11,0
128,13,0
124,14,0
120,14,0
116,13,0
112,11,0
108,8,0
104,4,0
100,-1,0
96,-7,0
92,-14,0
88,-22,0
84,-31,1
80,-22,0
76,-14,0
72,-7,0
68,-1,0
64,4,0
60,8,0
56,11,0
52,13,0
48,14,0
44,14,0
40,13,0
36,11,0
32,8,0
28,4,0
24,-1,0
20,-7,0
16,-14,1
12,-5,0
8,3,0
148,53,0
144,59,0
140,64,0
136,68,0
132,71,0
128,73,0
124,74,0
120,74,0
116,73,0
112,71,0
108,68,0
104,64,0
100,59,0
96,53,0
92,46,0
88,38,0
84,29,0
80,19,0
76,9,0
72,-1,0
68,-11,0
64,-21,1
60,-12,0
56,-4,0
52,3,0
48,9,0
44,14,0
40,18,0
36,21,0
32,23,0
28,24,0
24,24,0
20,23,0
16,21,0
12,18,0
8,14,0
4,9,0
148,81,0
144,74,1
140,83,0
136,91,0
132,98,0
128,104,0
124,109,0
120,113,0
116,116,0
112,118,0
108,119,0
104,119,0
100,118,0
96,116,0
92,113,0
88,109,0
84,104,0
80,98,0
76,91,0
72,83,0
68,74,0
64,64,0
60,54,0
56,44,0
52,34,0
48,24,0
44,14,0
40,4,0
36,-6,0
32,-16,1
28,-7,0
24,1,0
20,8,0
16,14,0
12,19,0
8,23,0
148,4,0
144,6,0
140,7,0
136,7,0
132,6,0
128,4,0
124,1,0
120,-3,0
116,-8,0
112,-14,0
108,-21,0
104,-29,0
100,-38,1
96,-29,0
92,-21,0
88,-14,0
84,-8,0
80,-3,0
76,1,0
72,4,0
68,6,0
64,7,0
60,7,0
56,6,0
52,4,0
48,1,0
44,-3,0
40,-8,0
36,-14,1
32,-5,0
28,3,0
24,10,0
20,16,0
16,21,0
12,25,0
8,28,0
4,30,0
148,-49,0
144,-49,0
140,-50,0
136,-52,0
132,-55,0
128,-59,0
124,-64,0
120,-70,0
116,-77,1
112,-68,0
108,-60,0
104,-53,0
100,-47,0
96,-42,0
92,-38,0
